DATE,AdaBoost,CTEF,KNN,LinearRegression,DecisionTree,Russell 1000 Bench Return
2007-02-01,0.0007485511363636119,0.00010017421602787207,0.0003671777003484225,0.00017052264808361937,0.00014648437500000008,0.019259
2007-03-01,-0.0015173011363635888,-0.001120522648083595,-0.001543414634146302,-0.001270975609756065,-0.001241191406249999,-0.017205
2007-04-01,-0.0013128693181817753,-0.000519721254355387,-0.0008990592334494542,-0.001043205574912865,-0.0009909179687500004,0.010382
2007-05-01,0.0003011079545454451,0.0010794425087107728,0.0015259233449476956,-0.0004237630662020797,0.0005185156250000005,0.042041
2007-06-01,-0.0020742329545453872,-0.0022406271777002914,-0.0015809756097560574,-0.0028047386759581174,-0.0022759570312499994,0.036021
2007-07-01,-0.0030024999999999037,-0.003727630662020809,-0.0026689547038326847,-0.0036802439024389315,-0.0034686523437500024,-0.0191
2007-08-01,0.0019413352272726653,0.0009641114982578147,0.0020077351916375804,0.0018165853658536127,0.0019024609375000005,-0.030889
2007-09-01,-0.0006036363636363441,-0.0012664111498257508,-0.0003964111498257736,-0.0019166202090591842,-0.0010510742187499998,0.013609
2007-10-01,-0.0015210511363635871,-0.001903379790940718,-0.0015351219512194732,-0.0017822299651567481,-0.001800214843749999,0.038188
2007-11-01,0.0008501136363636093,0.0004778745644599183,0.0007416027874564266,0.0010611846689895196,0.0017713476562499998,0.017433
2007-12-01,-0.000979204545454514,-0.0005820557491289046,-1.4912891986062224e-05,-0.0011538675958187854,-0.0010203320312499992,-0.04263
2008-01-01,0.0024736079545453755,0.0037711149825783016,0.003249024390243819,0.00348289198606263,0.0033874804687499998,-0.006511
2008-02-01,-0.002859517045454454,-0.00262735191637624,-0.0017130313588849739,-0.0035538675958187243,-0.0029014843750000004,-0.05995
2008-03-01,0.0011227272727272364,-0.00016707317073170303,0.0016701742160278314,0.0013288153310104186,0.001444062499999999,-0.030552
2008-04-01,0.0021846874999999306,0.0014005226480835876,0.002738048780487732,0.0008101045296167032,0.00129376953125,-0.006775
2008-05-01,0.0010370170454545122,8.564459930313374e-05,0.0019181881533100575,0.00027459930313588146,0.0006456835937500004,0.050704
2008-06-01,-6.053977272727088e-05,-0.0008502439024390022,0.0007714634146341266,-0.0005839024390243756,-0.0005869335937500002,0.018339
2008-07-01,0.00034747159090907966,5.177700348431934e-05,-0.0004962020905923218,-0.0001087804878048751,0.0012886328125000007,-0.083067
2008-08-01,0.003222954545454441,0.0030347386759581128,0.0026727874564459247,0.002816794425087036,0.0036954687499999974,-0.011627
2008-09-01,0.0014145170454544994,0.0011007665505226186,0.0010222299651567685,0.002667177700348364,0.0029301562499999957,0.013767
2008-10-01,0.0014151988636363186,0.0008143205574912679,0.00046216027874563295,0.0023999999999999386,0.0019188476562499994,-0.095268
2008-11-01,-0.0010581534090908754,-0.0023771777003483694,-0.0019953658536584857,-0.0010334146341463145,-0.0013406640625000014,-0.174606
2008-12-01,-0.00023303977272726565,-0.0009710452961672225,0.00027397212543553277,-0.0012057142857142553,-0.0005855664062500003,-0.075621
2009-01-01,-0.0009737215909090597,-0.001510522648083585,-0.0007933797909407461,-0.0017102787456445552,-0.0014327148437499996,0.015977
2009-02-01,-0.003322556818181709,-0.0038015679442507722,-0.0021588153310103993,-0.00418268292682916,-0.002923398437500001,-0.08162
2009-03-01,-0.00011051136363636012,9.160278745644382e-05,0.0006109756097560817,-0.0007163066202090406,-0.00019388671874999994,-0.103386
2009-04-01,0.0008713352272726997,0.0023506968641114384,0.0026295470383274596,-0.0006860278745644428,0.0009484765625000001,0.08746
2009-05-01,-0.0025000284090908285,-0.0023814982578396586,-0.0013929268292682572,-0.0041884320557490215,-0.002751796875,0.101222
2009-06-01,-0.0014744602272726802,-0.0021026480836236388,-0.0014483623693379425,-0.0016793379790940326,-0.0013242773437500007,0.055345
2009-07-01,0.00044778409090907677,0.000878850174216006,0.0018711149825783495,6.839721254355215e-05,-0.00024054687500000004,0.002444
2009-08-01,0.0010299147727272399,0.002079547038327473,0.0015465505226480432,0.0005595470383275119,0.0015246093750000008,0.076314
2009-09-01,0.00027571022727271863,0.0009997909407665252,0.0008985365853658309,-0.0007664111498257635,-0.0004490820312499998,0.036326
2009-10-01,-0.0024032670454544706,-0.00232843205574907,-0.002264006968641056,-0.002067874564459877,-0.002325898437499999,0.040577
2009-11-01,0.0011754261363635982,0.0017596167247386307,0.0014924738675957806,0.0015598257839720844,0.0009955078124999992,-0.022106
2009-12-01,0.0018898579545453935,0.0013439372822299303,0.003082578397212463,0.00014585365853658148,0.0008001562499999998,0.058906
2010-01-01,-0.002261761363636291,-0.0013874216027874213,-0.0021855400696863536,-0.0016282926829267873,-0.0014142773437499988,0.024345
2010-02-01,0.001988181818181755,0.002805853658536513,0.002091045296167194,0.0020772473867595284,0.0022138867187500013,-0.035983
2010-03-01,0.0006207670454545259,0.0007995121951219305,0.0004632404181184552,0.0005441114982578257,0.0005830078124999999,0.032961
2010-04-01,0.0007861079545454298,0.0010633101045295894,0.0012501393728222682,0.00021181184668989,0.0007073437499999995,0.061444
2010-05-01,0.002193948863636293,0.0020829965156793913,0.001731846689895426,0.0028457491289197875,0.002268593750000003,0.018508
2010-06-01,-0.003615539772727156,-0.0034517770034842295,-0.00416062717770024,-0.003097630662020825,-0.002903535156250002,-0.079282
2010-07-01,4.548295454545313e-05,0.0010629268292682657,-0.0003670034843205481,-0.00026773519163762375,-0.0004818749999999998,-0.055671
2010-08-01,-0.0018865909090908502,-0.0020907665505225936,-0.0021140418118466373,-0.0015426132404180789,-0.001967558593750001,0.0695
2010-09-01,0.00038312499999998797,0.0010944599303135607,0.0014847038327525765,-0.00011501742160278452,0.00024494140625000015,-0.044728
2010-10-01,-0.0009837215909090588,-0.00019027874564459435,-0.0010817421602787177,-0.0008057142857142649,-0.0013726953124999991,0.09188
2010-11-01,0.0018087499999999428,0.0027282926829267605,0.002427003484320495,0.0017202787456445552,0.0016281054687499999,0.038919
2010-12-01,0.0001503124999999953,0.0005629965156794282,0.0012920905923344615,-0.00021519163763065647,0.0003571093750000003,0.003261
2011-01-01,0.0017755397727272154,0.0022769686411149245,0.0026230662020905273,0.0014492682926828889,0.0012501757812499994,0.066753
2011-02-01,0.001993323863636299,0.0026928571428570746,0.00287839721254348,0.001886724738675909,0.0017050781250000006,0.024048
2011-03-01,-0.00020326704545453906,0.00038184668989546034,0.0005396515679442373,0.0005174216027874426,0.00015527343750000006,0.034782
2011-04-01,-0.0003569318181818068,8.229965156794208e-05,0.000134250871080136,-0.0005960975609755946,-0.00046953124999999946,0.002587
2011-05-01,0.0012445454545454144,0.0011796167247386461,0.0006295470383275102,0.001020871080139347,0.0014471093750000005,0.030076
2011-06-01,-0.0008977272727272445,-0.0003215331010452879,-0.0008437282229964935,3.891986062717684e-05,-0.0003373242187500005,-0.010727
2011-07-01,-0.0021984090909090213,-0.002366689895470323,-0.002058606271776951,-0.0030307317073169963,-0.0021726757812499994,-0.017481
2011-08-01,-0.00015877840909090394,0.00010313588850173957,-0.0005934843205574762,0.0018562369337978611,0.0012466796874999997,-0.0217
2011-09-01,0.0004198011363636232,0.0004836236933797781,-0.00047567944250869853,0.002085156794425032,0.0018761914062499988,-0.057582
2011-10-01,0.002255880681818109,0.004588118466898837,0.004499651567944136,0.001954459930313538,0.00182884765625,-0.074617
2011-11-01,0.001652897727272674,0.0025542160278745015,0.0023518118466898355,0.003705400696864015,0.0025280078125,0.11209
2011-12-01,0.0013275284090908666,0.001705644599303092,0.0014447038327525762,0.0024044599303135275,0.002236015625,-0.002626
2012-01-01,-0.0005832954545454359,0.00017759581881532664,6.114982578397052e-05,-0.002672195121951151,-0.001359921875,0.008359
2012-02-01,-0.0016407670454544926,-0.0015061672473867197,-0.0010093379790940512,-0.002043484320557438,-0.0020200390625000003,0.048735
2012-03-01,0.0016055113636363125,0.0017355052264807927,0.0026091986062717096,0.0016967944250870649,0.0018735742187500023,0.04388
2012-04-01,-0.0002173295454545381,0.0007654703832752417,0.0001866202090592287,0.000307247386759575,0.00015072265625000003,0.031292
2012-05-01,0.0011754261363635984,0.000775749128919841,0.00017947735191637168,0.0022637282229964603,0.0016613671874999996,-0.005803
2012-06-01,0.0002805681818181729,-0.0001467944250871043,-0.00048428571428570246,0.0004608362369337858,0.0007911132812499998,-0.061451
2012-07-01,-0.00017835227272726696,0.0003775958188153207,0.00044114982578396074,0.001094146341463386,0.0007374804687499995,0.038283
2012-08-01,0.0009867329545454229,0.001221916376306589,0.0013038675958187821,-0.00045010452961671317,0.00011855468749999994,0.011862
2012-09-01,-0.0009577272727272428,-0.0009802090592334247,-0.0011171428571428285,-0.0011678397212543262,-0.0009590820312500007,0.024281
2012-10-01,8.87499999999971e-05,0.0009891289198606017,0.0003176655052264727,0.0006187108013937121,0.0005609375000000003,0.025721
2012-11-01,0.001908863636363575,0.002329128919860567,0.0022278048780487226,0.001257700348432024,0.0012545898437499989,-0.01688
2012-12-01,-0.0012367897727272323,-0.0009082229965156557,-0.0005282229965156661,-0.0027696515679441814,-0.001510253906250001,0.007943
2013-01-01,0.0011008522727272377,0.0024935888501741534,0.0019510104529616222,0.0011691986062717465,0.0010512109374999992,0.010372
2013-02-01,0.00040576704545453214,0.0010971777003484038,1.1254355400696512e-05,0.0012031358885017111,0.0010633398437500008,0.054232
2013-03-01,0.003094886363636266,0.003335609756097476,0.0027363414634145647,0.0031434146341462626,0.0026835351562499964,0.013435
2013-04-01,0.0003707670454545336,0.0005391289198606133,0.0009932404181184412,0.0005123693379790803,0.0005563671875000003,0.038606
2013-05-01,0.0012522727272726878,0.0017982229965156338,0.0013128571428571087,-0.0002570034843205509,0.0007232031250000004,0.018059
2013-06-01,0.0015584090909090405,0.002517177700348367,0.0024692682926828646,0.0026396864111497558,0.0022444140624999984,0.022244
2013-07-01,0.0011152272727272365,0.0012332752613240096,0.0010422299651567679,0.0007758885017421404,0.0008037695312499997,-0.013628
2013-08-01,-0.0010017329545454225,-0.0013111498257839397,-0.0009433101045295941,-0.0011880139372822,-0.001307304687499999,0.053506
2013-09-01,-0.0013286079545454116,-0.0011419512195121652,-0.0008480487804877835,-0.0018683972125435062,-0.0015904101562500004,-0.027581
2013-10-01,0.0012038068181817788,0.0016485017421602368,0.0002986411149825707,0.0014474912891985704,0.0012358984375000007,0.03487
2013-11-01,0.0007022443181817957,0.0013196864111497918,0.0007612891986062522,0.0004620209059233328,0.0007149999999999994,0.044019
2013-12-01,0.0012355965909090507,0.001718571428571384,0.0017387456445992582,0.0005910104529616575,0.00052447265625,0.028057
2014-01-01,-0.0007604829545454302,-0.001852648083623645,-0.00041247386759580846,-0.0015268641114982173,-0.0006061523437499999,0.026978
2014-02-01,0.0010569318181817859,0.0009375609756097316,0.0016421254355400276,0.0006889895470383094,0.0007218164062499999,-0.031939
2014-03-01,0.000475880681818167,0.0011542857142856858,-0.00023027874564459332,0.0014245993031358516,0.0010686328124999995,0.047467
2014-04-01,0.0005563352272727103,0.0007824738675957986,0.00011146341463414363,0.0016593031358884593,0.001147167968749999,0.006369
2014-05-01,-0.000790994318181793,-0.00030648083623692636,-0.0001633797909407624,-0.0010090940766550266,0.0002096093750000002,0.004707
2014-06-01,0.0004007670454545326,0.00017369337979093624,0.000710313588850156,-3.4529616724737815e-05,0.0002541601562499998,0.02298
2014-07-01,-0.0010912215909090561,-0.0011345993031358595,-0.001091811846689867,-0.001451393728222959,-0.0010453515625,0.022745
2014-08-01,0.0013411079545454117,0.0017120905923344498,0.0011177003484320266,0.0006962020905923167,0.0013274999999999993,-0.016172
2014-09-01,-0.0012471590909090505,-0.0010778397212543272,-0.0002741114982578326,-0.000364041811846681,5.4335937500000036e-05,0.04132
2014-10-01,0.0017882386363635787,0.0018462717770034367,0.001873066202090544,0.003009860627177625,0.0031883984374999987,-0.017531
2014-11-01,0.0010619602272726929,0.0011326829268292397,0.0011564459930313291,0.0010715331010452693,0.0018429101562499996,0.02444
2014-12-01,0.0003380113636363539,0.0009749477351916124,0.0007591289198606074,0.001816167247386713,0.0019309589041095773,0.02618
2015-01-01,-0.0025266761363635557,-0.002625261324041746,-0.002971846689895396,-0.0021664808362368794,-0.0012579256360078178,-0.00233
2015-02-01,2.5937499999999136e-05,0.0006844947735191462,0.0005706271777003337,-0.0005866898954703673,-0.00024706457925635796,-0.027467
2015-03-01,-0.001126306818181782,-0.0008055400696863904,-0.0012478397212543236,-0.0008245644599302925,-0.0005082778864970609,0.057781
2015-04-01,-0.003099999999999901,-0.0031056097560974816,-0.002337630662020845,-0.003225470383275178,-0.0023498630136986115,-0.012453
2015-05-01,-0.0011643749999999632,-0.000866236933797887,-0.0008534494773518946,-0.001095226480836209,-0.0004254011741682944,0.007099
2015-06-01,-0.00034934659090907975,-0.00011121951219511944,-1.1289198606271638e-05,-3.43554006968631e-05,0.0005681604696673147,0.013083
2015-07-01,0.001090397727272691,0.0011734843205574615,0.0012031707317072856,0.0019968292682926323,0.002298219178082177,-0.01876
2015-08-01,0.0017628693181817622,0.0013228919860626838,0.0010808013937281954,0.0015339721254355012,0.0015868297455968589,0.019275
2015-09-01,-0.0017433522727272161,-0.001260836236933766,-0.0018974564459929835,-0.00011714285714285445,0.0004692172211350262,-0.060153
2015-10-01,-0.0005999147727272538,-0.00023940766550522002,-9.641114982578151e-05,-3.390243902438943e-05,-0.00023211350293541908,-0.027408
2015-11-01,-0.00028312499999999096,0.00026951219512194374,-7.386759581881375e-05,-0.0003606968641114887,0.0005113307240704468,0.080909
2015-12-01,-0.001663835227272675,-0.0027511149825783254,-0.0026107665505225807,-0.0024860278745643953,-0.001225968688845392,0.003303
2016-01-01,-0.00011261363636363254,0.0005567595818815189,-0.0003118118466898875,0.0027099999999999325,0.002060508806262216,-0.01799
2016-02-01,0.0005130965909090746,0.00025905923344947054,0.0004564808362369218,0.001015818815330984,0.0009822113502935357,-0.053824
2016-03-01,0.00030684659090908116,-0.0007352961672473683,-0.0002468989547038267,-0.0005768989547038179,-0.00023090019569471459,-0.000343
2016-04-01,-0.0012932954545454122,-0.002107038327526079,-0.0005307317073170593,-0.001780836236933752,-0.0009881996086105597,0.069661
2016-05-01,0.0014100284090908632,0.0014779094076654681,0.001317560975609722,0.0011290592334494477,0.0015839334637964655,0.005438
2016-06-01,0.00012539772727272286,-0.0005918118466898813,-0.0008059581881532898,0.000711811846689877,0.0002441682974559668,0.017512
2016-07-01,0.0006106249999999803,0.00032919860627176847,0.0006780487804877874,-0.0006592334494773344,0.00041538160469667044,0.002265
2016-08-01,-0.0003958522727272599,-0.000806898954703812,0.0004382926829268174,-0.0012008013937281924,-0.00043381604696672885,0.038094
2016-09-01,-0.0003171022727272624,-0.0012727874564459607,0.0008214634146341248,-0.0010450174216027604,-0.000619530332681013,0.001329
2016-10-01,0.00023803977272726572,-0.0002621602787456382,0.0009392682926829028,0.00015898954703832418,2.4559686888454173e-05,0.000791
2016-11-01,0.0044877556818180364,0.004381358885017309,0.005336480836236793,0.00442909407665494,0.0032651663405087825,-0.0195
2016-12-01,0.0009340624999999701,0.000153170731707313,0.001426655052264771,0.0005396167247386623,0.0008850097847358056,0.039424
2017-01-01,0.00018034090909090325,-0.0012718815331010135,0.0004911498257839596,-0.001337804878048747,-0.000999315068493143,0.018787
2017-02-01,0.00012607954545454164,-0.00021428571428570885,-0.00011853658536585085,-0.0006965156794424909,0.00012277886497064487,0.020109
2017-03-01,-0.0008103693181817918,-0.0027213240418117748,-0.0008854355400696634,-0.0019564111498257333,-0.0009234050880626157,0.038708
2017-04-01,0.0006860227272727057,-0.0004300348432055641,0.0015338675958187758,-0.0003270034843205492,0.00011722113502935378,0.000632
2017-05-01,4.548295454545305e-05,-0.0016828571428571,-0.0001803135888501698,-0.0014807317073170345,-0.0003856555772994096,0.010572
2017-06-01,0.0007109971509971389,9.27874564459905e-05,0.0006669337979093906,-0.0008112543554006757,0.0001108219178082184,0.012762
2017-07-01,0.0007003988603988486,-0.0003590940766550435,0.000670209059233432,-0.0007007317073170552,-5.487279843444198e-05,0.006982
2017-08-01,-2.3931623931623447e-05,-0.0011757142857142557,0.0002467247386759516,-0.0015311498257839326,-0.0010544618395303253,0.019804
2017-09-01,0.001019827586206895,0.00027108013937281514,0.0016584320557490864,0.00028752613240417386,0.0003872994129158481,0.003128
2017-10-01,0.000658132183908045,-0.0001288153310104503,0.0004981533101045163,-1.951219512194868e-06,-3.2994129158512285e-05,0.021295
2017-11-01,0.0009087068965517223,2.6411149825784224e-05,0.0014088501742159927,0.00012236933797909113,0.00028473581213307004,0.022936
2017-12-01,0.0008903735632183895,0.0006377700348431892,0.001436132404181148,-0.0004462717770034731,-0.00026823874755381406,0.030496
2018-01-01,0.0007579885057471249,-0.0010258885017421348,0.0005912543554006817,-0.0008824390243902212,-0.0006895694716242611,0.011148
2018-02-01,0.0005157758620689642,-0.0019419163763065705,-0.00014898954703832396,-0.00214038327526127,-0.0001796477495107619,0.054893
2018-03-01,0.0012027011494252858,0.00035191637630661117,0.0016530313588849744,0.0009406620209058994,0.0005155381604696636,-0.036713
2018-04-01,0.0021756896551724113,8.710801393726353e-07,0.0028774216027873836,0.0009062369337978869,0.0006956751467710327,-0.022698
2018-05-01,0.002201436781609192,4.564459930313461e-05,0.00315999999999992,0.0010222648083623434,0.0011985909980430439,0.003399
2018-06-01,0.0031346264367816037,0.0016919512195121525,0.004068989547038222,0.0024181881533100417,0.0028123483365948927,0.025526
2018-07-01,0.0019739080459770094,0.002540627177700283,0.0022058188153309542,0.0021634843205574376,0.0018526027397260145,0.006467
2018-08-01,0.002749137931034479,0.0007527526132403987,0.0029916376306619447,0.0006397560975609595,0.0012603326810176028,0.034511
2018-09-01,0.0021811781609195374,0.00038209059233448514,0.0021899303135887926,0.0011986411149825476,0.0011681604696673097,0.034457
2018-10-01,0.0008256609195402299,0.0004686759581881418,0.0013721254355400347,0.0017446689895469943,0.001526536203522494,0.003797
2018-11-01,0.00033468390804597674,8.06620209059208e-05,0.0001818466898954654,-0.0008530313588849954,0.0006416829745596823,-0.070763
